case_id,CD274,PDCD1,CTLA4,LAG3,TIGIT,HAVCR2,BTLA,ICOS,ICOSLG,CD8A,CD8B,CD4,FOXP3,GZMB,PRF1,IL2,IFNG,B2M,TAP1,TAP2,TNF,IL1B,IL6,IL10,TGFB1,CCL2,CCL5,CXCL9,CXCL10,STAT1,STAT3,STAT4,IRF1,IRF3,IRF7,NFKB1,RELA,C1QA,C1QB,C1QC,C3,C5,NCAM1,KLRK1,KIR2DL1,KIR2DL3,KIR3DL1,CD19,MS4A1,CD79A,CD79B,CD68,CD163,CD86,CD80,PDCD10,PDCD1LG2,PDCD11,CD8BP,C2CD4D,CD48,CD46,PLCD4,CD47,PDCD4,CD44,ABCD4,C2CD4A,C2CD4B,C2CD4C,CD40,CD40LG,IL22RA1,IL23R,IL20,IL24,IL20RB,IL21,IL20RA,IL22RA2,NEIL2,PIWIL2,IL2RA,IL23A,IL26,IL22,IL25,IL21R,IL27,IL27RA,PPIL2,IL2RB,IL2RG,IFNGR1,IFNGR2,TFB2M,METAP1D,STAP1,METAP1,METAP2,STAP2,TNFRSF14,TNFRSF18,TNFRSF4,TNFRSF25,TNFRSF9,TNFRSF8,TNFRSF1B,TNFAIP8L2,TNFSF18,TNFSF4,TNFAIP6,TNFSF10,C1QTNF7,C1QTNF3,TNFAIP8,C1QTNF2,TNFRSF21,TNFAIP3,TNFRSF10B,TNFRSF10C,TNFRSF10D,TNFRSF10A,TNFRSF11B,TNFSF15,TNFSF8,C1QTNF4,C1QTNF5,TNFRSF1A,C1QTNF9B,TNFRSF19,C1QTNF9,TNFSF11,TNFSF13B,TNFAIP2,TNFAIP8L3,C1QTNF8,TNFRSF12A,TNFRSF17,TNFSF12,TNFSF13,TNFRSF13B,TNFAIP1,C1QTNF1,TNFRSF11A,TNFAIP8L1,TNFSF9,TNFSF14,TNFRSF6B,C1QTNF6,TNFRSF13C,IL6R,IL6ST,PPIL6,IL10RA,IL10RB,TGFB1I1,CCL20,CCL28,CCL26,CCL24,CCL27,CCL21,CCL22,CCL23,CCL25,C1QBP,SLC35E2B,SLC35E2,TTC34,LRRC38,SLC30A2,SDC3,TRAPPC3,ZC3H12A,CCDC30,TTC39A,SLC35D1,ST6GALNAC3,SLC35A3,LRRC39,SLC30A7,RNPC3,SLC39A1,RC3H1,ZC3H11A,SLC30A1,SLC30A10,RNU6ATAC35P,SLC35F3,MAP1LC3C,OR2C3,OR14C36,RNU6ATAC37P,PQLC3,TTC32,SLC35F6,SLC30A3,SLC30A6,SLC3A1,TTC31,SULT1C3,ZC3H8,ZC3H6,SLC35F5,ERCC3,SLC38A11,TTC30B,TTC30A,ZC3H15,SLC39A10,GTF3C3,DIRC3,EMC3,C3orf83,C3orf20,LRRC3B,C3orf35,ZDHHC3,CLEC3B,C3orf84,CCDC36,C3orf62,SLC38A3,C3orf18,C3orf67,C3orf14,C3orf49,C3orf38,C3orf52,SLC35A5,C3orf17,C3orf30,CCDC37,C3orf22,C3orf56,C3orf27,C3orf37,C3orf36,SLC35G2,C3orf72,C3orf58,C3orf79,C3orf33,SLC33A1,C3orf55,C3orf80,LRRC34,LRRC31,PHC3,FNDC3B,CCDC39,C3orf70,C3orf65,TACC3,SLC34A2,SLC30A9,SEC31A,RNU6ATAC31P,HERC3,SLC39A8,NT5C3AP1,TRPC3,EXOC3,TTC33,SLC38A9,SLC30A5,RNU6ATAC36P,ARRDC3,TTC37,SLC35A4,PCDHGC3,HDAC3,SLC36A3,SLC36A2,SLC36A1,THOC3,SLC34A1,SLC35B3,PSORS1C3,SLC39A7,KLHDC3,SLC35B2,KHDC3L,SLC35A1,ORC3,ASCC3,POPDC3,TRAPPC3L,SLC35F1,SLC35D3,ZC3H12D,NT5C3A,DNAJC30,RUNDC3B,GJC3,MUC3A,ZC3HC1,SLC35B4,ZC3HAV1L,ZC3HAV1,SLC37A3,ASIC3,SLC35G5,TUSC3,SLC39A14,VDAC3,RNU6ATAC32P,SLC30A8,ZC3H3,SLC39A4,CDC37L1,TTC39B,SNAPC3,EXOSC3,SHC3,SLC35D2,OR13C3,LRRC37A5P,SLC31A2,SLC31A1,RC3H2,LAMC3,PPAPDC3,CLIC3,SLC34A3,AKR1C3,ECHDC3,RNU6ATAC39P,CCDC3,SLC39A12,ARMC3,LRRC37A6P,SLC35G1,NOC3L,SEC31B,SMC3,RIC3,RNU6ATAC33P,CCDC34,SLC35C1,MYBPC3,SLC39A13,PSMC3,OR4C3,SLC3A2,SAC3D1,LRRC32,SLC36A4,BIRC3,SLC35F2,ZC3H12C,APOC3,TTC36,SLC37A4,SLC37A2,IQSEC3,C3AR1,KLRC3,SLC38A1,SLC38A2,SLC38A4,OR6C3,ZC3H10,SLC39A5,TAC3,STAC3,SLC35E3,ZFC3H1,TMTC3,TMCC3,CCDC38,NT5DC3,ARPC3,MAP1LC3B2,PABPC3,RFC3,NHLRC3,ZC3H13,FNDC3A,RNU4ATAC3P,DNAJC3,SLC39A2,PTCSC3,RNU6ATAC30P,SLC35F4,SLC38A6,SLC39A9,ZC3H14,EXOC3L4,XRCC3,SLC30A4,IGDCC3,CCDC33,EDC3,TMC3,CRTC3,HDDC3,NLRC3,ZC3H7A,KIFC3,SLC38A7,EXOC3L1,LRRC36,NFATC3,CLEC3A,SLC38A8,MAP1LC3B,ZC3H18,SLC35G6,LRRC37BP1,LRRC37B,SLC35G3,LRRC37A11P,LRRC3C,CASC3,NT5C3B,PSMC3IP,AOC3,G6PC3,RUNDC3A,LRRC37A2,LRRC37A4P,LRRC37A,RNU6ATAC3P,LRRC37A17P,SLC35B1,ABCC3,LRRC37A3,LRRC37A16P,SLC39A11,SLC38A10,RAC3,LRRC30,TTC39C,DSC3,LRRC37A7P,SLC39A6,PIK3C3,CDC34,SLC39A3,GIPC3,C3P1,CDC37,SLC35E1,EXOC3L2,KLC3,ZC3H4,BBC3,KCNC3,ZCCHC3,SPTLC3,RNU6ATAC34P,MAP1LC3A,ERGIC3,SLC32A1,SERINC3,WFDC3,RNU6ATAC38P,SLC35C2,MC3R,MORC3,TTC3,SLC37A1,LRRC3,LRRC3DN,GGTLC3,IGLC3,SLC35E4,APOBEC3A,APOBEC3B,APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3G,APOBEC3H,ZC3H7B,TTC38,WWC3,SLC38A5,SLC35A2,ZC3H12B,GPC3,ZIC3,MAGEC3,BRCC3,FNDC5,SLC5A9,LRRC53,ST6GALNAC5,SLC50A1,LRRC52,ARPC5,SLC5A6,DNAJC5G,UNC50,SLC5A7,XRCC5,CCDC51,CCDC54,LRRC58,CCDC58,ABCC5,CCDC50,SLC51A,RNU6ATAC5P,HERC5,UNC5C,ASIC5,C5orf55,C5orf38,C5orf49,C5orf17,C5orf22,C5orf42,C5orf51,C5orf28,C5orf34,C5orf64,POC5,SERINC5,C5orf27,C5orf30,C5orf48,C5orf63,C5orf56,C5orf15,C5orf24,C5orf20,CXXC5,PCDHGC5,C5orf46,C5orf52,C5orf54,C5orf58,C5orf50,C5orf47,UNC5A,C5orf60,C5orf45,TXNDC5,UNC5CL,CDC5L,CLIC5,ORC5,CLEC5A,UNC5D,SDR16C5,DNAJC5B,SLC52A2,SMC5,OR13C5,ARPC5L,GTF3C5,UNC5B,LRRC56,MUC5AC,MUC5B,SLC5A12,OR4C5,LRRC55,ZDHHC5,SC5D,RNU4ATAC5P,GPRC5A,GPRC5D,HOXC5,CCDC59,SLC5A8,CCDC53,RFC5,ANAPC5,GPC5,ZIC5,ERCC5,TTC5,EXOC5,CASC5,LRRC57,SLC51B,SNAPC5,TMC5,GPRC5B,SLC5A11,ARMC5,SLC5A2,NLRC5,TUSC5,SLC52A1,SLC5A10,HDAC5,LRRC59,PSMC5,GPRC5C,BIRC5,CCDC57,MC5R,ARRDC5,TRAPPC5,SLC5A5,EXOSC5,C5AR1,C5AR2,SIGLEC5,SSC5D,SLC52A3,WFDC5,DNAJC5,SLC5A3,THOC5,DEPDC5,SLC5A1,SLC5A4,ZCCHC5,PABPC5,TRPC5,TRPC5OS,MS4A14,MS4A12,MS4A13,MS4A18,MS4A15,MS4A10,CD163L1,total_alterations,amplification_burden,deletion_burden,cn_instability_score,high_instability,num_patches,file
TCGA-OR-A5J1,-0.03,0.01,-0.012,0.0,-0.001,0.0,-0.001,-0.012,0.236,0.006,0.006,0.0,-0.054,-0.002,0.016,-0.008,0.0,0.003,0.005,0.005,0.005,0.006,0.003,-0.006,-0.279,-0.006,-0.006,-0.014,-0.014,-0.012,-0.006,-0.012,0.0,-0.922,0.024,-0.008,0.04,0.029,0.029,0.029,0.035,0.011,0.006,0.0,-0.922,-0.922,-0.922,0.995,0.005,0.197,0.021,0.04,0.0,-0.003,-0.003,-0.003,-0.03,0.033,0.006,0.044,0.008,-0.006,-0.012,-0.001,0.033,0.005,0.003,0.004,0.004,0.035,0.021,-0.005,0.029,-0.001,-0.006,-0.006,-0.003,-0.008,-0.009,-0.009,0.835,0.015,0.016,0.0,0.0,0.0,-0.002,0.035,0.995,0.027,0.251,-0.927,-0.016,-0.009,0.236,0.007,-0.012,0.003,-0.008,-0.002,0.035,0.03,0.03,0.03,0.03,0.03,0.029,0.029,0.044,-0.006,-0.006,-0.012,-0.003,0.003,-0.919,0.0,0.0,-0.003,-0.009,0.015,0.015,0.015,0.015,-0.006,0.011,0.011,0.005,-0.008,0.865,0.001,0.001,0.001,0.001,0.0,0.01,0.004,0.004,0.035,0.035,0.04,0.04,-0.002,-0.021,-0.004,0.013,0.035,0.035,0.035,0.021,-0.927,-0.954,0.044,1.036,-0.003,-0.007,0.236,0.028,-0.002,-0.908,0.012,0.012,-0.03,-0.03,0.028,-0.006,0.027,0.04,0.03,0.03,0.03,0.029,0.029,0.023,0.035,0.006,0.006,0.006,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.044,-0.006,-0.006,-0.006,-0.006,-0.006,0.007,0.007,0.007,0.007,0.002,0.002,0.002,0.002,0.002,0.002,-0.008,-0.001,0.006,0.006,0.006,0.006,0.872,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,0.008,0.008,-0.025,0.003,0.003,-0.02,-0.008,-0.008,-0.008,-0.008,-0.008,1.935,1.774,-0.014,0.723,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.884,0.005,0.005,0.005,0.005,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,0.864,-0.009,-0.009,0.003,0.012,0.012,0.007,0.007,-0.006,-0.006,0.012,0.012,0.012,0.012,0.025,0.015,0.015,0.015,-0.001,-0.006,0.014,0.014,-0.03,-0.03,-0.03,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.02,0.02,0.02,0.02,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.023,0.033,0.033,0.033,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.98,0.04,0.006,0.006,0.006,0.006,0.006,-0.007,0.844,0.844,0.017,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859,-0.002,-0.002,-0.002,-0.002,-0.002,0.006,0.029,0.001,0.001,0.001,0.865,0.0,0.0,0.0,-0.002,-0.002,-0.002,-0.002,-0.002,0.006,0.01,0.01,0.815,0.003,0.004,0.002,0.002,-0.007,-0.016,-0.016,0.035,0.035,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.037,-0.062,0.04,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.873,0.851,0.021,0.021,0.021,-0.003,-0.003,0.013,0.013,0.013,0.013,0.013,0.013,0.035,0.035,0.035,0.027,0.027,0.0,-0.89,-0.89,-0.89,-0.89,-0.922,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.236,0.236,0.236,0.236,0.236,0.251,1.293,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.927,-0.954,-0.954,-0.033,-0.054,-0.054,-0.016,-0.025,-0.005,-0.005,-0.073,0.035,0.006,-0.001,-0.001,1.76,0.008,-0.006,0.002,0.002,0.006,0.006,-0.012,-0.001,-0.001,-0.003,-0.003,0.008,0.008,-0.903,0.003,-0.008,-0.008,-0.008,1.935,3.657,-0.919,-0.919,-0.919,1.855,-0.908,-0.908,-0.908,-1.02,-0.903,0.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.005,0.005,-0.003,-0.003,0.007,0.012,0.015,-0.001,-0.001,0.014,0.01,0.011,0.011,0.02,0.016,0.024,0.024,0.024,0.005,0.005,0.005,0.005,0.017,0.017,0.0,0.0,0.0,-0.002,-0.002,-0.002,0.029,0.046,0.0,0.0,0.0,-0.002,-0.002,0.023,0.003,0.004,0.004,0.035,0.035,0.035,0.028,0.028,0.028,0.404,0.04,0.048,0.03,0.009,0.021,-0.004,-0.004,-0.003,0.013,0.035,0.027,0.0,0.197,-0.89,-0.89,-0.922,-0.922,0.021,0.021,0.021,0.236,-0.955,-0.927,-0.927,-0.927,-0.016,-0.016,-0.016,-0.016,0.005,0.005,0.005,0.005,0.005,0.005,0.0,67,27,41,0.36259622510668915,0,No WSI Data,No WSI Data
TCGA-OR-A5J2,-0.006,0.011,0.011,1.311,1.243,-0.015,1.243,0.011,-0.04,0.011,0.011,1.311,0.154,0.002,1.343,-0.027,1.311,-0.006,-0.029,-0.029,-0.029,0.011,0.325,1.131,0.111,-0.002,-0.002,-0.027,-0.027,0.011,-0.002,0.011,-0.015,0.111,-0.005,-0.027,-0.005,-0.073,-0.073,-0.073,0.071,0.016,-0.005,1.311,0.111,0.111,0.111,0.005,-0.005,0.111,-0.002,-0.002,1.311,1.243,1.243,1.243,-0.006,1.343,0.011,1.131,1.131,1.131,0.011,1.243,1.343,-0.005,0.0,-0.006,-0.006,0.071,1.082,0.388,-0.073,-0.735,1.131,1.131,1.243,-0.027,-0.028,-0.028,-0.041,-0.041,1.343,1.311,1.311,1.311,0.002,0.005,0.005,1.324,-0.193,-0.193,0.154,-0.028,-0.04,1.131,0.011,-0.027,-0.027,1.311,0.071,-0.07,-0.07,-0.07,-0.74,-0.74,0.544,0.544,1.131,1.131,1.131,0.011,1.243,-0.029,-0.149,-0.015,-0.015,-0.029,-0.028,-0.041,-0.041,-0.041,-0.041,-0.041,-0.006,-0.006,-0.005,-0.005,1.311,0.304,0.304,0.304,0.304,0.304,0.0,-0.006,0.005,0.005,0.005,-0.002,-0.002,-0.002,-0.002,-0.002,-0.024,0.071,0.071,0.071,1.129,-0.193,-0.193,1.131,-0.149,-0.029,-0.005,-0.04,0.005,0.011,-0.149,0.989,0.989,-0.006,-0.006,0.005,-0.002,0.064,-0.002,-0.07,-0.07,-0.07,-0.073,-0.073,-0.073,-0.072,-0.072,-0.095,-0.088,-0.735,-0.746,-0.108,-0.108,-0.108,-0.108,1.131,1.131,1.131,1.131,1.131,1.132,1.131,1.131,1.131,1.131,-0.123,-0.123,-0.123,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,-0.029,-0.029,-0.034,-0.027,-0.027,-0.027,-0.027,-0.027,-0.027,-0.149,-0.149,-0.149,-0.008,-0.008,-0.008,-0.008,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.014,-0.014,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.028,-0.028,0.325,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,-0.041,-0.041,-0.041,-0.041,-0.041,-0.041,-0.005,-0.005,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,0.016,0.016,0.016,0.016,0.016,1.343,1.343,1.343,1.343,1.343,1.343,1.343,1.343,1.343,1.343,1.343,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.002,0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0,-0.006,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.024,-0.024,-0.024,-0.024,-0.024,-0.024,0.071,0.071,0.071,0.064,0.064,0.111,0.111,0.111,0.111,0.111,0.111,-0.24,-0.236,-0.236,1.052,1.082,1.082,1.082,1.082,1.082,1.082,1.129,-0.04,-0.04,-0.04,-0.04,-0.04,-0.193,-0.193,-0.193,-0.193,-0.193,-0.193,-0.193,-0.193,-0.193,-0.193,-0.193,-0.193,0.154,0.154,0.154,0.154,0.388,0.388,0.388,0.388,-0.073,-0.088,0.519,-0.089,1.131,1.131,1.131,0.011,0.011,0.011,0.011,0.011,1.243,1.243,1.243,1.243,1.243,1.243,1.243,-0.027,-0.027,-0.027,-0.027,-0.149,-0.149,-0.149,-0.149,-0.149,-0.149,-0.149,-0.149,-0.149,-0.149,-0.008,-0.008,-0.008,-0.02,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.029,-0.029,-0.029,-0.029,0.989,0.989,-0.041,-0.041,-0.041,-0.005,-0.006,-0.006,0.016,0.016,1.343,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,1.311,1.311,1.311,1.311,1.311,1.311,1.311,1.311,0.304,0.304,0.304,0.002,0.002,-0.012,-0.012,-0.014,-0.014,0.005,0.005,0.005,0.005,0.005,0.005,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.024,0.071,0.064,0.111,0.111,0.111,0.111,0.111,0.111,-0.24,1.082,1.129,-0.04,-0.193,-0.193,-0.193,-0.193,0.154,0.388,0.388,0.388,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,1.311,194,190,5,0.551164942107294,0,No WSI Data,No WSI Data
TCGA-OR-A5J3,-0.004,0.009,0.009,1.13,0.0,1.092,0.0,0.009,1.413,0.009,0.009,1.13,0.256,1.509,-0.022,0.017,1.114,-0.041,-0.007,-0.007,-0.007,0.009,1.445,-0.019,1.365,-0.085,-0.085,0.017,0.017,0.009,-0.085,0.009,1.092,1.365,-0.045,0.017,-0.048,-0.065,-0.065,-0.065,1.318,-0.029,-0.048,1.13,1.365,1.365,1.365,1.341,-0.048,1.365,-0.085,-0.085,1.13,0.0,0.0,-0.002,-0.004,-0.022,0.009,-0.014,-0.019,-0.019,0.009,0.0,-0.022,-0.045,1.473,-0.041,-0.041,1.318,-0.046,0.256,-0.065,-0.014,-0.019,-0.019,0.0,0.017,0.019,0.019,-0.035,-0.049,-0.034,1.114,1.114,1.114,1.402,1.341,1.341,1.318,-0.192,-0.192,0.256,0.019,1.413,-0.019,0.009,-0.006,0.017,1.114,1.318,-0.065,-0.065,-0.065,-0.065,-0.065,-0.065,-0.065,-0.014,-0.019,-0.019,0.009,-0.002,-0.006,1.104,1.092,1.092,-0.007,0.019,-0.049,-0.049,-0.049,-0.049,-0.008,-0.029,-0.029,-0.045,-0.048,1.13,-0.047,-0.047,-0.047,-0.047,-0.038,1.449,-0.041,1.341,1.341,1.341,-0.085,-0.085,-0.085,-0.085,-0.085,-0.032,1.318,1.318,1.318,-0.046,-0.192,-0.192,-0.019,1.104,0.01,-0.048,1.413,1.362,0.009,1.104,1.445,1.445,-0.029,-0.029,1.362,-0.085,1.318,-0.085,-0.065,-0.065,-0.065,-0.065,-0.065,-0.065,-0.065,-0.023,-0.023,-0.023,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,1.483,-0.002,-0.006,-0.006,-0.006,0.017,0.017,0.017,0.017,0.017,0.017,1.14,1.104,1.104,1.104,1.104,1.104,1.104,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,0.006,-0.007,-0.007,-0.007,-0.007,0.017,0.01,0.01,0.01,0.01,0.01,0.01,0.019,0.019,1.445,1.445,1.445,1.445,1.445,1.445,1.445,1.445,1.445,1.445,1.445,-0.035,-0.035,-0.049,-0.034,-0.034,-0.008,-0.037,-0.037,-0.004,-0.004,-0.004,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,-0.022,-0.022,-0.022,-0.022,-0.045,-0.045,-0.045,-0.045,-0.045,-0.045,-0.045,-0.045,-0.048,-0.048,-0.048,-0.048,-0.048,-0.048,-0.048,-0.048,-0.048,-0.048,-0.048,1.13,1.13,1.13,1.13,1.13,1.13,1.114,1.114,1.114,1.114,1.114,1.114,1.114,1.114,1.114,1.114,1.114,1.114,1.114,-0.047,-0.047,-0.047,-0.055,-0.055,-0.038,-0.038,1.402,1.473,1.473,1.473,1.473,1.473,1.473,1.449,1.449,-0.041,-0.041,-0.041,-0.041,-0.041,-0.041,-0.041,1.341,1.341,1.362,1.362,1.362,1.362,1.362,1.395,1.407,1.407,1.407,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.032,-0.032,-0.032,-0.032,-0.032,-0.032,1.318,1.318,1.318,1.318,1.318,1.318,1.365,1.365,1.365,1.365,1.365,-0.072,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,-0.046,1.413,1.413,1.413,1.413,1.413,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,0.256,0.256,0.256,0.256,0.256,0.256,0.256,0.256,-0.065,-0.023,-0.014,-0.014,-0.019,-0.019,-0.019,0.009,0.009,0.009,0.009,0.009,0.0,0.0,0.0,0.0,-0.002,-0.002,-0.002,0.017,0.017,0.017,0.019,1.14,1.14,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,0.006,-0.007,-0.007,-0.007,1.445,1.445,-0.034,-0.018,-0.017,-0.037,-0.029,-0.029,-0.029,-0.029,-0.022,-0.045,-0.045,-0.045,-0.045,-0.045,-0.048,-0.048,-0.048,-0.048,1.13,1.13,1.114,1.114,1.114,1.114,1.114,1.114,-0.038,-0.038,-0.038,1.402,1.473,-0.041,-0.041,-0.041,-0.041,1.341,1.341,1.341,1.362,1.362,1.362,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.032,1.318,1.318,1.318,1.365,1.365,1.365,1.365,1.365,-0.072,-0.046,-0.046,1.413,-0.192,-0.192,-0.192,-0.192,0.256,0.256,0.256,0.256,-0.048,-0.048,-0.048,-0.048,-0.048,-0.048,1.13,190,191,0,0.5974928785896322,0,No WSI Data,No WSI Data
